candidate_id,direction,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,curve_mae_deg,curve_rmse_deg,centered_curve_mae_deg,absolute_curve_mean_error_deg,metric_contract
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,700.000000,25.000000,0.000561,0.000688,0.000560,0.000052,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,700.000000,30.000000,0.001625,0.001952,0.001031,0.001539,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,900.000000,30.000000,0.000573,0.000710,0.000571,0.000034,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,1000.000000,25.000000,0.000862,0.001056,0.000819,0.000296,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,1400.000000,25.000000,0.000745,0.000921,0.000717,0.000220,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,1600.000000,35.000000,0.002194,0.002287,0.000512,0.002194,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,500.000000,300.000000,35.000000,0.001199,0.001297,0.000404,0.001194,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,500.000000,700.000000,25.000000,0.000935,0.001105,0.000571,0.000847,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,500.000000,900.000000,30.000000,0.000454,0.000567,0.000455,0.000033,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,500.000000,1200.000000,25.000000,0.000905,0.001064,0.000549,0.000819,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,500.000000,1400.000000,35.000000,0.000613,0.000769,0.000533,0.000367,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,500.000000,1600.000000,30.000000,0.001039,0.001200,0.000533,0.000999,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,500.000000,1700.000000,25.000000,0.000933,0.001122,0.000573,0.000849,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,100.000000,30.000000,0.000939,0.001161,0.000670,0.000840,cvp1.2_full_resolution_degree
